tahun_keluaran,nama_laptop,cpu,ram_gb,storage_gb,gpu,ukuran_layar_inch,resolusi_lebar,resolusi_tinggi,tipe_panel,kapasitas_baterai_wh,sistem_operasi,fitur_keamanan,harga_idr
2020,Acer Swift 25,Intel Core i7-1165G7,8,512,Intel UHD Graphics,14.2,2560,1600,IPS 144Hz,52,Windows 11 Pro,Fingerprint,7900000
2023,HP Victus 20,AMD Ryzen 5 7520U,16,1024,Intel Iris Xe,16.1,1920,1080,OLED,71,Windows 11 Home,Kensington Lock,15000000
2025,Lenovo ThinkPad 33,Intel Core Ultra 7 258V,16,2048,NVIDIA RTX 4060,15.6,1366,768,OLED 120Hz,96,Windows 11 Pro,IR Camera TPM 2.0,32500000
2018,Asus Vivobook 84,AMD Ryzen 3 3200U,4,512,Intel Iris Xe,16.0,1366,768,IPS 144Hz,55,Windows 11 Pro,Privacy Shutter,5700000
2024,HP Victus 53,Intel Core i5-1240P,32,1024,NVIDIA RTX 3050,14.2,2880,1800,OLED 120Hz,39,Windows 11 Home,Firmware TPM,22400000
2025,Asus ROG Zephyrus 53,Snapdragon X Elite X1E-78-100,16,2048,NVIDIA RTX 5070,14.0,1920,1200,OLED 120Hz,69,Windows 11 Pro,Privacy Shutter,28600000
2022,MSI Cyborg 33,AMD Ryzen 5 7520U,32,512,AMD Radeon Graphics,13.3,3024,1964,OLED 120Hz,75,Windows 11 Pro,Kensington Lock,18200000
2019,MSI Stealth 35,Intel Core i5-1035G1,4,1024,NVIDIA RTX 3050,14.2,1366,768,TN,59,Windows 10 Home,Kensington Lock,13100000
2022,Acer Predator 13,Intel Core i5-1240P,16,512,NVIDIA RTX 3050,13.6,2560,1600,IPS,68,Windows 10 Home,Privacy Shutter,18000000
2026,Lenovo Yoga 20,Snapdragon X Elite X1E-78-100,64,512,NVIDIA RTX 4060,13.3,3024,1964,IPS 165Hz,50,Windows 10 Home,Fingerprint,43200000
2018,Lenovo IdeaPad Slim 50,AMD Ryzen 5 4500U,4,1024,Intel UHD Graphics,13.3,2880,1800,TN,66,Windows 10 Home,IR Camera TPM 2.0,6700000
2021,Asus Zenbook 65,Intel Core i7-1165G7,4,1024,NVIDIA RTX 3050,13.6,1920,1080,IPS 144Hz,55,Windows 11 Home,IR Camera TPM 2.0,13100000
2020,HP Pavilion 26,AMD Ryzen 3 3200U,4,1024,AMD Radeon Graphics,13.6,1920,1080,IPS 144Hz,63,Windows 11 Home,Fingerprint,8200000
2018,Lenovo IdeaPad Slim 91,Intel Core i5-1035G1,4,512,Intel UHD Graphics,13.3,1366,768,TN,46,Windows 11 Pro,IR Camera TPM 2.0,5800000
2022,Acer Predator 99,Intel Core i7-13700H,32,1024,NVIDIA RTX 4050,14.2,1920,1080,OLED 120Hz,50,Windows 10 Home,Fingerprint,20400000
2018,Dell Vostro 74,AMD Ryzen 7 5800H,8,512,NVIDIA GTX 1650,15.6,1920,1080,TN,70,Windows 11 Pro,Kensington Lock,9900000
2019,Dell XPS 80,AMD Ryzen 3 3200U,16,1024,Intel Iris Xe,13.3,1366,768,IPS,47,Windows 11 Pro,Fingerprint,10300000
2020,MSI Stealth 74,AMD Ryzen 7 5800H,4,256,AMD Radeon Graphics,13.6,1920,1200,IPS,62,Windows 10 Home,Fingerprint,5800000
2025,Asus Vivobook 17,Intel Core i9-16900HX,16,1024,NVIDIA RTX 4070,13.3,3024,1964,OLED 120Hz,50,Windows 11 Pro,Fingerprint,33400000
2023,Acer Swift 97,Intel Core i5-1240P,16,512,Intel Iris Xe,16.0,1920,1080,IPS 144Hz,81,Windows 11 Home,Fingerprint,11100000
2021,Asus TUF Gaming 85,AMD Ryzen 3 3200U,4,256,NVIDIA RTX 3050,13.6,1920,1200,IPS,59,Windows 11 Home,Kensington Lock,10200000
2021,MSI Katana 45,Intel Core i5-1035G1,4,1024,NVIDIA RTX 3050,14.0,1366,768,TN,43,Windows 10 Home,Privacy Shutter,14400000
2025,Acer Swift 54,Snapdragon X 2nd Gen,16,2048,NVIDIA RTX 4070,15.6,1920,1080,OLED 120Hz,90,Windows 10 Home,Privacy Shutter,28700000
2026,Acer Swift 86,AMD Ryzen 7 9840U,16,2048,NVIDIA RTX 4060,16.1,1920,1080,IPS 165Hz,70,Windows 11 Home,IR Camera TPM 2.0,28800000
2021,Dell Vostro 84,Intel Core i3-8130U,4,512,NVIDIA RTX 3050,14.2,2560,1600,TN,68,Windows 10 Home,IR Camera TPM 2.0,12800000
2019,Acer Predator 41,Intel Core i3-8130U,16,1024,NVIDIA GTX 1650,13.6,1920,1200,TN,57,Windows 10 Home,Firmware TPM,14000000
2019,Asus TUF Gaming 96,AMD Ryzen 7 5800H,8,1024,NVIDIA RTX 3050,14.2,1920,1080,TN,64,Windows 11 Home,Fingerprint,14800000
2024,Lenovo Legion 91,AMD Ryzen 9 8945HS,8,1024,NVIDIA RTX 4060,15.6,1920,1200,OLED,57,Windows 11 Home,Kensington Lock,29400000
2026,Dell Vostro 98,AMD Ryzen 7 9840U,64,512,NVIDIA RTX 4070,14.0,1366,768,IPS 165Hz,38,Windows 10 Home,Firmware TPM,39300000
2025,Dell Inspiron 57,Snapdragon X 2nd Gen,64,512,NVIDIA RTX 4070,16.1,1920,1080,IPS 165Hz,68,Windows 11 Home,Fingerprint,37600000
2026,Asus TUF Gaming 85,Intel Core i9-16900HX,32,1024,Qualcomm Adreno,16.0,1920,1200,IPS 165Hz,82,Windows 11 Pro,Fingerprint,17000000
2019,HP Envy 68,AMD Ryzen 5 4500U,4,512,NVIDIA RTX 3050,16.1,1920,1200,IPS 144Hz,89,Windows 11 Home,Firmware TPM,11100000
2023,Apple MacBook Air 35,Apple M2 8-Core,32,256,Apple M2 8-Core GPU,14.0,1366,768,IPS Retina,39,macOS,Touch ID Apple T2,17200000
2019,MSI Cyborg 74,AMD Ryzen 5 4500U,16,256,AMD Radeon Graphics,16.0,1920,1080,IPS,89,Windows 10 Home,Fingerprint,8500000
2023,Acer Predator 93,Intel Core i7-13700H,8,512,NVIDIA RTX 4070,16.1,3024,1964,IPS 144Hz,88,Windows 10 Home,Privacy Shutter,22800000
2023,MSI Katana 73,AMD Ryzen 7 7840HS,16,1024,AMD Radeon Graphics,16.1,1920,1080,IPS 144Hz,74,Windows 11 Pro,Firmware TPM,12700000
2022,Lenovo ThinkPad 58,Intel Core i7-13700H,16,1024,NVIDIA RTX 3050,15.6,3024,1964,IPS 144Hz,65,Windows 11 Home,Kensington Lock,16300000
2020,Lenovo Yoga 31,Intel Core i3-8130U,8,1024,Intel Iris Xe,14.0,1920,1080,IPS,58,Windows 10 Home,Kensington Lock,7700000
2026,MSI Modern 96,Intel Core i9-16900HX,32,1024,NVIDIA RTX 4070,15.6,1366,768,OLED 120Hz,74,Windows 11 Home,Privacy Shutter,30900000
2025,Apple MacBook Air 69,Apple M2 8-Core,24,1024,Apple M2 8-Core GPU,16.0,2560,1600,IPS Retina,73,macOS,Touch ID Apple T2,19400000
2020,Apple MacBook Pro 54,Intel Core i7-9750H,8,128,Intel UHD Graphics,16.0,1366,768,Liquid Retina XDR,90,macOS,Touch ID,9200000
2024,Dell Vostro 68,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 4050,16.1,1920,1080,IPS 144Hz,72,Windows 11 Home,Kensington Lock,8900000
2019,Dell Alienware 97,AMD Ryzen 5 4500U,8,256,NVIDIA GTX 1650,15.6,2880,1800,IPS,93,Windows 11 Pro,Kensington Lock,12600000
2023,Acer Swift 65,Intel Core Ultra 7 155H,8,1024,AMD Radeon Graphics,14.0,2880,1800,OLED,63,Windows 11 Home,IR Camera TPM 2.0,11900000
2025,MSI Stealth 67,Snapdragon X Elite X1E-78-100,64,1024,AMD Radeon 880M,15.6,1920,1080,IPS 165Hz,60,Windows 11 Home,Fingerprint,24700000
2022,Acer Nitro 19,Intel Core i5-1240P,8,1024,NVIDIA RTX 4060,14.2,2880,1800,OLED,46,Windows 11 Pro,IR Camera TPM 2.0,30400000
2020,Lenovo Yoga 59,AMD Ryzen 3 3200U,4,512,NVIDIA RTX 3050,14.2,3024,1964,IPS,70,Windows 11 Home,Firmware TPM,10900000
2018,Apple MacBook Air 30,Apple M1 8-Core,16,128,Apple M1 7-Core GPU,16.0,1920,1200,Liquid Retina,97,macOS,Touch ID Apple T2,10800000
2025,MSI Cyborg 14,Snapdragon X Elite X1E-78-100,16,2048,NVIDIA RTX 5070,15.6,2880,1800,Mini LED 240Hz,85,Windows 10 Home,Privacy Shutter,33500000
2025,MSI Modern 58,Intel Core Ultra 7 258V,32,512,NVIDIA RTX 4070,13.6,2560,1600,OLED 120Hz,55,Windows 11 Pro,Firmware TPM,38400000
2020,Asus ROG Zephyrus 57,Intel Core i3-8130U,8,512,NVIDIA RTX 3050,13.3,1920,1080,IPS 144Hz,67,Windows 11 Home,Privacy Shutter,14000000
2020,Apple MacBook Air 87,Intel Core i7-9750H,16,512,Intel UHD Graphics,16.1,1920,1200,Liquid Retina XDR,74,macOS,Touch ID,14800000
2023,Asus ROG Zephyrus 29,AMD Ryzen 7 7840HS,16,1024,NVIDIA RTX 4070,14.2,1920,1080,OLED 120Hz,56,Windows 10 Home,Fingerprint,24000000
2026,Lenovo Yoga 82,Snapdragon X 2nd Gen,64,2048,NVIDIA RTX 5070,14.2,1366,768,OLED 120Hz,64,Windows 11 Pro,Firmware TPM,40800000
2018,Acer Nitro 50,Intel Core i5-1035G1,8,1024,NVIDIA RTX 3050,13.6,1366,768,IPS,54,Windows 11 Pro,Privacy Shutter,13900000
2019,Lenovo Yoga 99,Intel Core i7-1165G7,4,256,Intel Iris Xe,14.2,1366,768,TN,42,Windows 10 Home,Fingerprint,4500000
2025,Apple MacBook Pro 16,Apple M2 8-Core,8,512,Apple M2 8-Core GPU,13.3,1366,768,IPS Retina,51,macOS,Touch ID,12400000
2018,Apple MacBook Air 26,Intel Core i5-8210Y,8,512,Intel UHD Graphics,14.0,1366,768,Liquid Retina XDR,36,macOS,Touch ID,9700000
2022,Dell XPS 56,AMD Ryzen 9 8945HS,32,512,NVIDIA RTX 4050,13.3,1366,768,IPS,72,Windows 10 Home,Firmware TPM,14800000
2021,MSI Cyborg 47,Intel Core i3-8130U,16,256,Intel Iris Xe,16.1,1920,1200,IPS 144Hz,85,Windows 10 Home,Firmware TPM,10100000
2020,Acer Aspire 34,AMD Ryzen 3 3200U,4,1024,Intel Iris Xe,13.3,1366,768,IPS,55,Windows 11 Home,IR Camera TPM 2.0,7200000
2019,Dell Vostro 74,AMD Ryzen 5 4500U,16,256,Intel UHD Graphics,14.2,2560,1600,IPS,42,Windows 11 Home,Privacy Shutter,8100000
2025,Dell XPS 98,Snapdragon X 2nd Gen,32,1024,NVIDIA RTX 4060,16.1,2560,1600,OLED 120Hz,59,Windows 11 Home,Fingerprint,39500000
2018,MSI Stealth 97,AMD Ryzen 3 3200U,16,1024,Intel UHD Graphics,13.6,2560,1600,TN,60,Windows 10 Home,IR Camera TPM 2.0,9500000
2019,MSI Cyborg 19,Intel Core i7-1165G7,4,1024,NVIDIA GTX 1650,13.6,3024,1964,TN,62,Windows 11 Home,Fingerprint,11300000
2022,Apple MacBook Pro 56,Apple M4 10-Core,32,512,Apple M4 10-Core GPU,15.6,1920,1080,Liquid Retina XDR,72,macOS,Touch ID Apple T2,32000000
2022,Acer Predator 40,Intel Core i5-1240P,8,512,NVIDIA RTX 4070,14.2,1920,1080,IPS,36,Windows 11 Pro,Fingerprint,23400000
2023,Lenovo Legion 90,Intel Core i5-1240P,32,1024,NVIDIA RTX 4070,13.6,3024,1964,OLED 120Hz,53,Windows 11 Pro,Kensington Lock,36500000
2022,Dell XPS 80,Intel Core i5-1240P,16,512,NVIDIA RTX 3050,14.0,2560,1600,OLED 120Hz,59,Windows 11 Pro,Kensington Lock,16800000
2020,Dell XPS 32,Intel Core i5-1035G1,8,1024,NVIDIA GTX 1650,16.1,2880,1800,IPS,62,Windows 11 Home,IR Camera TPM 2.0,14100000
2026,MSI Stealth 71,Snapdragon X 2nd Gen,16,1024,Qualcomm Adreno,15.6,2880,1800,Mini LED 240Hz,79,Windows 11 Pro,Fingerprint,18400000
2022,HP Pavilion 14,Intel Core i7-13700H,16,1024,NVIDIA RTX 4070,16.1,1920,1200,IPS,95,Windows 11 Pro,Kensington Lock,25000000
2024,HP Envy 63,AMD Ryzen 9 8945HS,8,512,Intel Arc Graphics,15.6,3024,1964,OLED,60,Windows 11 Home,Kensington Lock,13000000
2022,Asus ROG Zephyrus 32,Intel Core Ultra 7 155H,8,1024,NVIDIA RTX 4060,15.6,2560,1600,OLED 120Hz,87,Windows 10 Home,Firmware TPM,24500000
2025,Dell Inspiron 51,Snapdragon X Elite X1E-78-100,32,2048,Intel Arc Graphics 140V,13.3,1920,1200,Mini LED 240Hz,48,Windows 11 Home,Firmware TPM,22900000
2023,Lenovo Legion 57,AMD Ryzen 5 7520U,32,512,NVIDIA RTX 4070,14.0,1366,768,IPS 144Hz,51,Windows 11 Home,Fingerprint,28500000
2024,Apple MacBook Air 90,Apple M4 10-Core,8,1024,Apple M4 10-Core GPU,14.0,1366,768,Liquid Retina XDR,52,macOS,Touch ID,32400000
2024,Lenovo Legion 20,AMD Ryzen 7 7840HS,16,1024,NVIDIA RTX 4060,13.6,2560,1600,OLED,61,Windows 11 Pro,Privacy Shutter,29600000
2025,MSI Cyborg 13,Intel Core i9-16900HX,64,1024,AMD Radeon 880M,16.1,1920,1200,IPS 165Hz,84,Windows 11 Pro,Firmware TPM,26200000
2026,Apple MacBook Pro 83,Apple M2 8-Core,24,512,Apple M2 8-Core GPU,13.6,1920,1080,Liquid Retina XDR,50,macOS,Touch ID,20500000
2022,Apple MacBook Pro 63,Apple M4 10-Core,16,512,Apple M4 10-Core GPU,14.0,3024,1964,IPS Retina,53,macOS,Touch ID Apple T2,24900000
2021,Acer Swift 25,Intel Core i3-8130U,4,512,NVIDIA GTX 1650,15.6,2560,1600,IPS,82,Windows 10 Home,Fingerprint,13700000
2018,Lenovo Yoga 45,Intel Core i7-1165G7,8,1024,NVIDIA RTX 3050,16.0,3024,1964,TN,57,Windows 10 Home,Kensington Lock,12700000
2018,Asus Vivobook 51,Intel Core i3-8130U,8,512,Intel UHD Graphics,16.1,1920,1080,IPS,63,Windows 11 Pro,Privacy Shutter,5500000
2026,Asus ROG Zephyrus 74,Snapdragon X 2nd Gen,16,1024,Qualcomm Adreno,16.0,3024,1964,IPS 165Hz,79,Windows 10 Home,Fingerprint,14400000
2021,Acer Swift 29,Intel Core i5-1035G1,8,512,NVIDIA GTX 1650,16.1,1366,768,IPS,92,Windows 10 Home,Fingerprint,13200000
2023,MSI Modern 51,AMD Ryzen 5 7520U,32,512,AMD Radeon Graphics,14.0,3024,1964,IPS 144Hz,65,Windows 11 Pro,IR Camera TPM 2.0,15000000
2022,Asus Vivobook 95,Intel Core Ultra 7 155H,32,1024,AMD Radeon Graphics,16.1,1366,768,OLED,98,Windows 10 Home,Fingerprint,20500000
2021,Apple MacBook Pro 60,Apple M3 8-Core,24,256,Apple M3 8-Core GPU,16.1,1920,1200,Liquid Retina,70,macOS,Touch ID,26800000
2025,MSI Katana 93,AMD Ryzen 7 9840U,16,1024,NVIDIA RTX 4060,14.2,3024,1964,IPS 165Hz,56,Windows 11 Home,Kensington Lock,29200000
2019,Apple MacBook Air 44,Intel Core i7-9750H,16,256,Intel UHD Graphics,16.0,1366,768,Liquid Retina,56,macOS,Touch ID,13500000
2020,MSI Stealth 93,AMD Ryzen 3 3200U,4,1024,AMD Radeon Graphics,15.6,1366,768,IPS,60,Windows 10 Home,Kensington Lock,6600000
2021,Dell Vostro 87,Intel Core i7-1165G7,8,512,Intel Iris Xe,13.6,1920,1200,IPS,72,Windows 11 Pro,IR Camera TPM 2.0,8700000
2022,Lenovo IdeaPad Slim 64,AMD Ryzen 5 7520U,16,512,Intel Iris Xe,15.6,2880,1800,IPS,96,Windows 11 Home,Fingerprint,11000000
2021,Asus TUF Gaming 36,Intel Core i3-8130U,8,1024,NVIDIA GTX 1650,14.0,1366,768,IPS 144Hz,44,Windows 11 Home,Fingerprint,12700000
2019,Asus TUF Gaming 69,Intel Core i3-8130U,4,1024,Intel Iris Xe,16.1,1920,1200,TN,72,Windows 11 Pro,IR Camera TPM 2.0,7200000
2025,Acer Swift 66,Intel Core i9-16900HX,32,2048,NVIDIA RTX 5070,14.2,2560,1600,OLED 120Hz,46,Windows 10 Home,Firmware TPM,30900000
2022,Lenovo ThinkPad 42,AMD Ryzen 9 8945HS,32,1024,Intel Iris Xe,14.2,1920,1200,IPS,43,Windows 11 Home,Firmware TPM,15900000
2024,MSI Cyborg 60,AMD Ryzen 9 8945HS,32,1024,Intel Iris Xe,15.6,1366,768,IPS,58,Windows 11 Pro,IR Camera TPM 2.0,16300000
2021,Acer Nitro 88,AMD Ryzen 7 5800H,16,256,Intel UHD Graphics,15.6,2560,1600,IPS,94,Windows 11 Pro,Firmware TPM,9300000
2024,MSI Katana 27,AMD Ryzen 7 7840HS,8,1024,Intel Arc Graphics,14.0,1920,1080,OLED 120Hz,64,Windows 11 Pro,Kensington Lock,12700000
2026,Acer Swift 44,Intel Core Ultra 7 258V,16,1024,Qualcomm Adreno,14.0,1920,1200,IPS 165Hz,62,Windows 10 Home,Privacy Shutter,14700000
2022,Dell XPS 77,Intel Core i7-13700H,16,1024,NVIDIA RTX 4070,15.6,3024,1964,IPS 144Hz,97,Windows 11 Home,IR Camera TPM 2.0,25900000
2021,Lenovo IdeaPad Slim 40,AMD Ryzen 3 3200U,8,256,NVIDIA GTX 1650,13.3,1366,768,IPS,66,Windows 10 Home,Kensington Lock,12300000
2026,Acer Predator 74,Intel Core Ultra 7 258V,32,512,AMD Radeon 880M,13.6,3024,1964,Mini LED 240Hz,45,Windows 10 Home,Fingerprint,21900000
2022,Dell Vostro 85,AMD Ryzen 7 7840HS,8,1024,Intel Iris Xe,16.1,3024,1964,IPS 144Hz,86,Windows 10 Home,Firmware TPM,8600000
2023,Asus ROG Zephyrus 98,AMD Ryzen 5 7520U,16,512,NVIDIA RTX 4070,13.6,1366,768,OLED,36,Windows 11 Pro,Kensington Lock,32300000
2025,Acer Nitro 87,AMD Ryzen 7 9840U,16,2048,NVIDIA RTX 4070,14.0,1920,1080,Mini LED 240Hz,71,Windows 11 Pro,Kensington Lock,29200000
2022,HP Pavilion 20,AMD Ryzen 5 7520U,8,1024,AMD Radeon Graphics,13.6,1366,768,IPS 144Hz,60,Windows 11 Pro,Firmware TPM,8500000
2021,Lenovo ThinkPad 62,Intel Core i3-8130U,8,512,NVIDIA GTX 1650,16.1,3024,1964,IPS 144Hz,74,Windows 11 Home,Fingerprint,12900000
2023,MSI Modern 58,AMD Ryzen 5 7520U,16,1024,NVIDIA RTX 3050,15.6,2560,1600,OLED,93,Windows 11 Pro,Fingerprint,19900000
2023,Dell Vostro 66,Intel Core i5-1240P,8,1024,NVIDIA RTX 3050,16.0,3024,1964,IPS 144Hz,98,Windows 11 Pro,IR Camera TPM 2.0,14600000
2025,Dell Inspiron 48,Intel Core Ultra 7 258V,32,1024,AMD Radeon 880M,16.0,1920,1080,OLED 120Hz,74,Windows 11 Home,IR Camera TPM 2.0,21300000
2022,Dell Inspiron 81,AMD Ryzen 7 7840HS,8,1024,NVIDIA RTX 3050,14.2,1920,1200,IPS,71,Windows 10 Home,Kensington Lock,13500000
2019,Apple MacBook Air 25,Intel Core i5-8210Y,16,128,Intel UHD Graphics,13.3,3024,1964,IPS Retina,61,macOS,Touch ID Apple T2,11200000
2025,Apple MacBook Pro 90,Apple M2 8-Core,16,256,Apple M2 8-Core GPU,13.3,1920,1200,Liquid Retina,73,macOS,Touch ID Apple T2,16100000
2024,Dell Inspiron 11,Intel Core i5-1240P,8,1024,NVIDIA RTX 3050,16.1,3024,1964,OLED 120Hz,97,Windows 11 Home,Kensington Lock,19800000
2023,MSI Stealth 49,Intel Core i7-13700H,8,512,Intel Iris Xe,16.0,1366,768,IPS,67,Windows 10 Home,Fingerprint,8700000
2025,MSI Cyborg 94,Snapdragon X 2nd Gen,16,512,Qualcomm Adreno,13.6,2560,1600,Mini LED 240Hz,65,Windows 10 Home,IR Camera TPM 2.0,13800000
2020,Lenovo ThinkPad 73,AMD Ryzen 3 3200U,16,256,Intel Iris Xe,15.6,1366,768,IPS,80,Windows 11 Home,Kensington Lock,8800000
2018,Asus TUF Gaming 64,AMD Ryzen 5 4500U,16,1024,AMD Radeon Graphics,14.2,2560,1600,TN,60,Windows 11 Home,Firmware TPM,9100000
2025,Lenovo IdeaPad Slim 78,Snapdragon X 2nd Gen,32,2048,Intel Arc Graphics 140V,16.0,2560,1600,Mini LED 240Hz,81,Windows 10 Home,IR Camera TPM 2.0,21300000
2023,Acer Predator 13,AMD Ryzen 9 8945HS,8,1024,AMD Radeon Graphics,13.6,1920,1080,OLED 120Hz,67,Windows 10 Home,Privacy Shutter,15400000
2023,Dell Alienware 27,AMD Ryzen 5 7520U,32,1024,NVIDIA RTX 4070,16.1,2880,1800,OLED 120Hz,65,Windows 11 Home,IR Camera TPM 2.0,31100000
2019,MSI Stealth 27,Intel Core i5-1035G1,16,512,Intel UHD Graphics,14.2,1920,1080,IPS,54,Windows 10 Home,Fingerprint,8300000
2026,Asus Vivobook 56,Intel Core i9-16900HX,16,2048,Intel Arc Graphics 140V,14.0,1366,768,OLED 120Hz,62,Windows 11 Home,Privacy Shutter,19400000
2019,Dell Vostro 73,Intel Core i7-1165G7,4,1024,AMD Radeon Graphics,16.1,2880,1800,TN,99,Windows 11 Home,Privacy Shutter,6900000
2019,MSI Modern 67,Intel Core i3-8130U,16,1024,Intel UHD Graphics,13.3,1366,768,IPS 144Hz,67,Windows 11 Home,Kensington Lock,9000000
2019,Apple MacBook Air 57,Intel Core i7-9750H,16,512,Intel UHD Graphics,14.2,1920,1080,Liquid Retina XDR,41,macOS,Touch ID,13300000
2023,Apple MacBook Air 26,Apple M3 8-Core,8,256,Apple M3 8-Core GPU,16.1,1920,1200,Liquid Retina,85,macOS,Touch ID,25200000
2019,HP Envy 64,Intel Core i5-1035G1,16,512,Intel Iris Xe,16.1,2560,1600,TN,82,Windows 11 Home,Fingerprint,9800000
2024,Acer Nitro 14,Intel Core i5-1240P,32,512,Intel Iris Xe,14.0,1920,1080,OLED,60,Windows 11 Home,Fingerprint,18800000
2024,Apple MacBook Air 95,Apple M2 8-Core,24,512,Apple M2 8-Core GPU,14.2,1920,1200,Liquid Retina XDR,70,macOS,Touch ID,18100000
2023,Asus ROG Zephyrus 78,AMD Ryzen 9 8945HS,16,1024,NVIDIA RTX 4060,15.6,2880,1800,IPS 144Hz,94,Windows 11 Pro,Fingerprint,30900000
2023,Apple MacBook Pro 36,Apple M2 8-Core,24,512,Apple M2 8-Core GPU,16.0,2880,1800,IPS Retina,63,macOS,Touch ID Apple T2,17100000
2021,Asus ROG Zephyrus 77,Intel Core i3-8130U,4,1024,NVIDIA RTX 3050,13.6,3024,1964,IPS,54,Windows 11 Home,Fingerprint,12700000
2019,MSI Modern 58,Intel Core i7-1165G7,4,256,Intel UHD Graphics,14.0,3024,1964,IPS,71,Windows 11 Home,Firmware TPM,4500000
2025,HP Victus 85,Snapdragon X 2nd Gen,16,1024,Qualcomm Adreno,16.0,3024,1964,Mini LED 240Hz,91,Windows 11 Pro,Firmware TPM,16300000
2024,Dell Vostro 24,AMD Ryzen 7 7840HS,8,1024,NVIDIA RTX 3050,13.6,2560,1600,IPS,62,Windows 11 Home,Firmware TPM,13200000
2018,Acer Swift 71,Intel Core i3-8130U,8,1024,NVIDIA RTX 3050,15.6,2880,1800,IPS,90,Windows 10 Home,IR Camera TPM 2.0,13100000
2022,Dell Alienware 92,AMD Ryzen 9 8945HS,16,1024,NVIDIA RTX 4070,13.6,1920,1080,IPS 144Hz,67,Windows 11 Home,IR Camera TPM 2.0,28100000
2025,Lenovo IdeaPad Slim 99,Snapdragon X Elite X1E-78-100,16,2048,AMD Radeon 880M,14.0,2880,1800,IPS 165Hz,42,Windows 10 Home,IR Camera TPM 2.0,15600000
2024,Asus Vivobook 58,Intel Core i5-1240P,32,512,Intel Iris Xe,14.0,1920,1200,OLED,58,Windows 11 Pro,Privacy Shutter,19100000
2018,Apple MacBook Air 29,Intel Core i7-9750H,16,128,Intel UHD Graphics,13.6,1366,768,IPS Retina,66,macOS,Touch ID Apple T2,10400000
2023,Asus Vivobook 64,Intel Core Ultra 7 155H,32,1024,AMD Radeon Graphics,14.2,1920,1080,OLED 120Hz,73,Windows 11 Home,Firmware TPM,18700000
2025,Apple MacBook Pro 96,Apple M4 10-Core,24,256,Apple M4 10-Core GPU,16.1,3024,1964,IPS Retina,94,macOS,Touch ID Apple T2,36100000
2021,Acer Nitro 80,AMD Ryzen 7 5800H,8,1024,Intel UHD Graphics,16.0,2880,1800,TN,56,Windows 10 Home,IR Camera TPM 2.0,9200000
2022,Dell Inspiron 93,Intel Core i7-13700H,32,512,NVIDIA RTX 4050,16.1,2880,1800,IPS 144Hz,85,Windows 11 Pro,Kensington Lock,15500000
2018,Asus Zenbook 13,Intel Core i5-1035G1,16,1024,NVIDIA GTX 1650,16.1,2880,1800,TN,89,Windows 11 Home,Fingerprint,13200000
2018,Acer Aspire 54,AMD Ryzen 3 3200U,4,1024,AMD Radeon Graphics,14.0,1366,768,IPS,40,Windows 11 Home,Fingerprint,5200000
2026,Lenovo Legion 29,Intel Core Ultra 7 258V,16,1024,NVIDIA RTX 4060,13.6,2880,1800,IPS 165Hz,38,Windows 10 Home,Privacy Shutter,26700000
2018,MSI Modern 49,Intel Core i7-1165G7,4,512,AMD Radeon Graphics,14.2,1366,768,IPS,42,Windows 11 Home,Kensington Lock,4700000
2021,Apple MacBook Air 74,Apple M3 8-Core,8,512,Apple M3 8-Core GPU,14.2,2560,1600,IPS Retina,70,macOS,Touch ID Apple T2,20300000
2024,MSI Cyborg 13,AMD Ryzen 7 7840HS,32,512,Intel Arc Graphics,14.0,2560,1600,IPS 144Hz,71,Windows 11 Home,Firmware TPM,15800000
2019,Apple MacBook Air 29,Intel Core i5-8210Y,8,512,Intel UHD Graphics,14.2,2560,1600,Liquid Retina XDR,70,macOS,Touch ID Apple T2,8000000
2025,Apple MacBook Pro 94,Apple M2 8-Core,32,512,Apple M2 8-Core GPU,15.6,3024,1964,IPS Retina,71,macOS,Touch ID,19800000
2021,Dell XPS 16,AMD Ryzen 5 4500U,4,512,Intel UHD Graphics,16.0,1920,1080,IPS,62,Windows 10 Home,Firmware TPM,7600000
2026,HP Spectre 37,AMD Ryzen 7 9840U,64,1024,NVIDIA RTX 5070,16.1,1920,1200,Mini LED 240Hz,83,Windows 11 Pro,Firmware TPM,42400000
2023,Lenovo ThinkPad 87,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 4050,13.3,3024,1964,OLED 120Hz,35,Windows 11 Home,Kensington Lock,11900000
2026,MSI Stealth 61,Intel Core Ultra 7 258V,64,512,NVIDIA RTX 5070,16.0,1920,1200,Mini LED 240Hz,62,Windows 11 Pro,Kensington Lock,43700000
2024,Lenovo IdeaPad Slim 26,Intel Core i7-13700H,16,512,Intel Arc Graphics,16.1,3024,1964,IPS,72,Windows 11 Home,Privacy Shutter,12800000
2023,Lenovo IdeaPad Slim 89,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 3050,13.3,2560,1600,OLED,52,Windows 11 Pro,Privacy Shutter,21500000
2021,Asus Zenbook 92,Intel Core i7-1165G7,16,1024,NVIDIA GTX 1650,15.6,3024,1964,TN,67,Windows 11 Home,Kensington Lock,17100000
2020,Asus Zenbook 19,AMD Ryzen 5 4500U,4,1024,AMD Radeon Graphics,16.1,1366,768,TN,98,Windows 10 Home,Privacy Shutter,7700000
